08/11 14:34:00 FINE sim.Admin|Log for simulation 1 started
08/11 14:39:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=381501642, AdNetwork=adv1] due to limit. My name is adv1
08/11 14:39:10 SEVERE demand.CampaignImpl|Campaign #1932451907 impressed while over limit. Current cost: 0.0 Budget limit: 0.371
08/11 14:39:10 SEVERE agents.DemandAgent|Day 31 :Campaign limit expired Impressed while over limit: 1932451907, daily limit was: 302, 0.371 values are: 302.9269120703701, 0.0, total limit was: 2147483647, Infinity total values are: 1395.7428588190837302.9269120703701, 0.84318853543624760.0
08/11 14:39:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1932451907, AdNetwork=DummyAdnetwork-5] due to limit. My name is DummyAdnetwork-5
08/11 14:39:10 SEVERE demand.CampaignImpl|Campaign #528207131 impressed while over limit. Current cost: 8.929389035936364 Budget limit: 8.928
08/11 14:39:10 SEVERE agents.DemandAgent|Day 31 :Campaign limit expired Impressed while over limit: 528207131, daily limit was: 20980, 8.928 values are: 11516.359755060592, 8.929389035936364, total limit was: 2147483647, Infinity total values are: 2970.012171434391311516.359755060592, 0.08.929389035936364
08/11 14:39:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=528207131, AdNetwork=DummyAdnetwork-6] due to limit. My name is DummyAdnetwork-6
08/11 14:39:10 SEVERE demand.CampaignImpl|Campaign #1846143237 impressed while over limit. Current cost: 0.0 Budget limit: 3.465
08/11 14:39:10 SEVERE agents.DemandAgent|Day 31 :Campaign limit expired Impressed while over limit: 1846143237, daily limit was: 327, 3.465 values are: 327.6466152722202, 0.0, total limit was: 2147483647, Infinity total values are: 12324.508667205457327.6466152722202, 6.9330398692122120.0
08/11 14:39:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1846143237, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
08/11 14:39:10 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 386
08/11 14:39:10 INFO sim.Simulation|***** START OF TIME 31 COMPLETE *****
08/11 14:39:10 FINE agents.DemandAgent|Day 31 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1751829331653766 Cmp ID: 424697553 Cmp Bid: 329
08/11 14:39:10 FINE agents.DemandAgent|Day 31 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.19284100957528183 Cmp ID: 424697553 Cmp Bid: 132
08/11 14:39:10 FINE agents.DemandAgent|Day 31 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.16934631185598675 Cmp ID: 424697553 Cmp Bid: 230
08/11 14:39:10 FINE agents.DemandAgent|Day 31 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12140682539421523 Cmp ID: 424697553 Cmp Bid: 367
08/11 14:39:10 FINE agents.DemandAgent|Day 31 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.16458727926118005 Cmp ID: 424697553 Cmp Bid: 336
08/11 14:39:10 FINE agents.DemandAgent|Day 31 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.11615148637579065 Cmp ID: 424697553 Cmp Bid: 76
08/11 14:39:10 FINE agents.DemandAgent|Day 31 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.19894840732180474 Cmp ID: 424697553 Cmp Bid: 197
08/11 14:39:10 FINE agents.DemandAgent|Day 31 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.11194786851455846 Cmp ID: 424697553 Cmp Bid: 141
08/11 14:39:20 INFO sim.Simulation|***** START OF TIME 32 *****
08/11 14:39:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #381501642 at price 0.444
08/11 14:39:20 INFO demand.CampaignImpl|Applied daily limit for campaign #381501642 at price 0.444
08/11 14:39:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1442929847 at price 0.465
08/11 14:39:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1442929847 at price 0.465
08/11 14:39:20 INFO agents.DemandAgent|Day 32 : Auction pending campaign: CampaignImpl [id=424697553, reachImps=517, dayStart=33, dayEnd=37, targetSegment=[YOUNG, HIGH_INCOME, MALE], videoCoef=2.761314468395937, mobileCoef=2.4402922875082096, budgetMillis=0, advertiser=null]
08/11 14:39:20 INFO demand.CampaignImpl|Campaign 1648710030 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=4706.769659979411, otherImps=0.0, cost=3.7952128696158596] Reach 3865 ERR 1.146180636921135 Budget 1.095 Revenue 1.2550677974286426
08/11 14:39:20 INFO demand.CampaignImpl|Campaign 1938003262 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=9703.130986065462, otherImps=0.0, cost=1.7857830796890355] Reach 10514 ERR 0.9094604113531138 Budget 2.457 Revenue 2.2345442306946004
08/11 14:39:20 FINE agents.DemandAgent|Day 32 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.1535349814073483DummyAdnetwork-4: 1.0581438329966488DummyAdnetwork-3: 0.9499340736324816adv1: 0.5845208463333723DummyAdnetwork-2: 0.8953999543534422DummyAdnetwork-7: 0.8730446254186436DummyAdnetwork-6: 0.9462556258824356DummyAdnetwork: 0.7662265853998576
08/11 14:39:20 FINE agents.DemandAgent|Day 32 :Reporting campaign auction results... CampaignImpl [id=424697553, reachImps=517, dayStart=33, dayEnd=37, targetSegment=[YOUNG, HIGH_INCOME, MALE], videoCoef=2.761314468395937, mobileCoef=2.4402922875082096, budgetMillis=186, advertiser=DummyAdnetwork-5]
08/11 14:39:20 FINE agents.DemandAgent|Day 32 :Reporting UCS auction results... DummyAdnetwork-5[efday=32, level=0.9, price=0.16574697366699911] DummyAdnetwork-4[efday=32, level=0.81, price=0.13959864714913917] DummyAdnetwork-3[efday=32, level=0.6561000000000001, price=0.09362710959547277] adv1[efday=32, level=0.47829690000000014, price=0.0] DummyAdnetwork-2[efday=32, level=0.5904900000000002, price=0.06492170500048161] DummyAdnetwork-7[efday=32, level=0.5314410000000002, price=0.05811434758771671] DummyAdnetwork-6[efday=32, level=0.7290000000000001, price=0.1076345114777081] DummyAdnetwork[efday=32, level=1.0, price=0.18641805273498063] 
08/11 14:39:20 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5a2f09e3 event: tau.tac.adx.messages.UserClassificationServiceNotification@58deeb2d
08/11 14:39:20 INFO agents.DemandAgent|Day 32 :Notifying new campaign opportunity: CampaignImpl [id=49424234, reachImps=10490, dayStart=34, dayEnd=38, targetSegment=[OLD, LOW_INCOME], videoCoef=2.7772905826883303, mobileCoef=1.963269572687281, budgetMillis=0, advertiser=null]
08/11 14:39:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:39:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:39:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:39:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:39:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:39:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:39:20 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:39:20 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 427
08/11 14:39:20 INFO sim.Simulation|***** START OF TIME 32 COMPLETE *****
08/11 14:39:20 FINE agents.DemandAgent|Day 32 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.17176099377720588 Cmp ID: 49424234 Cmp Bid: 10321
08/11 14:39:20 FINE agents.DemandAgent|Day 32 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.10091166902127387 Cmp ID: 49424234 Cmp Bid: 5502
08/11 14:39:20 FINE agents.DemandAgent|Day 32 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.18448094285214356 Cmp ID: 49424234 Cmp Bid: 2285
08/11 14:39:20 FINE agents.DemandAgent|Day 32 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1722695099277473 Cmp ID: 49424234 Cmp Bid: 8
08/11 14:39:20 FINE agents.DemandAgent|Day 32 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.11477704586681774 Cmp ID: 49424234 Cmp Bid: 1811
08/11 14:39:20 FINE agents.DemandAgent|Day 32 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.13961535073598985 Cmp ID: 49424234 Cmp Bid: 9894
08/11 14:39:20 FINE agents.DemandAgent|Day 32 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.14336604083378618 Cmp ID: 49424234 Cmp Bid: 7721
08/11 14:39:20 FINE agents.DemandAgent|Day 32 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.18289711026580552 Cmp ID: 49424234 Cmp Bid: 2383
08/11 14:39:30 INFO sim.Simulation|***** START OF TIME 33 *****
08/11 14:39:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #381501642 at price 0.444
08/11 14:39:30 INFO demand.CampaignImpl|Applied daily limit for campaign #381501642 at price 0.444
08/11 14:39:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #424697553 at price 0.186
08/11 14:39:30 INFO demand.CampaignImpl|Applied daily limit for campaign #424697553 at price 0.186
08/11 14:39:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1442929847 at price 0.465
08/11 14:39:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1442929847 at price 0.465
08/11 14:39:30 INFO agents.DemandAgent|Day 33 : Auction pending campaign: CampaignImpl [id=49424234, reachImps=10490, dayStart=34, dayEnd=38, targetSegment=[OLD, LOW_INCOME], videoCoef=2.7772905826883303, mobileCoef=1.963269572687281, budgetMillis=0, advertiser=null]
08/11 14:39:30 INFO demand.CampaignImpl|Campaign 1846143237 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=12652.155282477677, otherImps=0.0, cost=6.933039869212212] Reach 9604 ERR 1.1834050042058 Budget 3.465 Revenue 4.100498339573097
08/11 14:39:30 FINE agents.DemandAgent|Day 33 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.1535349814073483DummyAdnetwork-4: 1.0581438329966488DummyAdnetwork-3: 1.0900166319764726adv1: 0.5845208463333723DummyAdnetwork-2: 0.8953999543534422DummyAdnetwork-7: 0.8730446254186436DummyAdnetwork-6: 0.9462556258824356DummyAdnetwork: 0.7662265853998576
08/11 14:39:30 FINE agents.DemandAgent|Day 33 :Reporting campaign auction results... CampaignImpl [id=49424234, reachImps=10490, dayStart=34, dayEnd=38, targetSegment=[OLD, LOW_INCOME], videoCoef=2.7772905826883303, mobileCoef=1.963269572687281, budgetMillis=2383, advertiser=DummyAdnetwork-7]
08/11 14:39:30 FINE agents.DemandAgent|Day 33 :Reporting UCS auction results... DummyAdnetwork-5[efday=33, level=0.5314410000000002, price=0.05949368719124548] DummyAdnetwork-4[efday=33, level=0.6561000000000001, price=0.07965501814114463] DummyAdnetwork-3[efday=33, level=0.7290000000000001, price=0.11998412658140027] adv1[efday=33, level=0.5904900000000002, price=0.06858629119004064] DummyAdnetwork-2[efday=33, level=0.9, price=0.15766463984883894] DummyAdnetwork-7[efday=33, level=0.47829690000000014, price=0.0] DummyAdnetwork-6[efday=33, level=1.0, price=0.19284100957528183] DummyAdnetwork[efday=33, level=0.81, price=0.13717051260334928] 
08/11 14:39:30 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5a2f09e3 event: tau.tac.adx.messages.UserClassificationServiceNotification@1e4ddcbf
08/11 14:39:30 INFO agents.DemandAgent|Day 33 :Notifying new campaign opportunity: CampaignImpl [id=837147608, reachImps=15840, dayStart=35, dayEnd=44, targetSegment=[FEMALE, YOUNG, LOW_INCOME], videoCoef=2.1167989418630655, mobileCoef=1.796604132154848, budgetMillis=0, advertiser=null]
08/11 14:39:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:39:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:39:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:39:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:39:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:39:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:39:30 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:39:30 SEVERE demand.CampaignImpl|Campaign #381501642 impressed while over limit. Current cost: 0.0 Budget limit: 0.444
08/11 14:39:30 SEVERE agents.DemandAgent|Day 33 :Campaign limit expired Impressed while over limit: 381501642, daily limit was: 887, 0.444 values are: 887.0094456294205, 0.0, total limit was: 2147483647, Infinity total values are: 2581.8606128402967887.0094456294205, 0.44547486270299640.0
08/11 14:39:30 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=381501642, AdNetwork=adv1] due to limit. My name is adv1
08/11 14:39:30 SEVERE demand.CampaignImpl|Campaign #424697553 impressed while over limit. Current cost: 0.0547941162132745 Budget limit: 0.186
08/11 14:39:30 SEVERE agents.DemandAgent|Day 33 :Campaign limit expired Impressed while over limit: 424697553, daily limit was: 517, 0.186 values are: 519.1225292599819, 0.0547941162132745, total limit was: 2147483647, Infinity total values are: 0.0519.1225292599819, 0.00.0547941162132745
08/11 14:39:30 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=424697553, AdNetwork=DummyAdnetwork-5] due to limit. My name is DummyAdnetwork-5
08/11 14:39:30 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 417
08/11 14:39:30 INFO sim.Simulation|***** START OF TIME 33 COMPLETE *****
08/11 14:39:30 FINE agents.DemandAgent|Day 33 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.11274881919479479 Cmp ID: 837147608 Cmp Bid: 7284
08/11 14:39:30 FINE agents.DemandAgent|Day 33 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.13680496719921503 Cmp ID: 837147608 Cmp Bid: 1386
08/11 14:39:30 FINE agents.DemandAgent|Day 33 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1791650461842328 Cmp ID: 837147608 Cmp Bid: 7301
08/11 14:39:30 FINE agents.DemandAgent|Day 33 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.11319865670433896 Cmp ID: 837147608 Cmp Bid: 677
08/11 14:39:30 FINE agents.DemandAgent|Day 33 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.15743953158645652 Cmp ID: 837147608 Cmp Bid: 14352
08/11 14:39:30 FINE agents.DemandAgent|Day 33 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.1694078343286401 Cmp ID: 837147608 Cmp Bid: 5519
08/11 14:39:30 FINE agents.DemandAgent|Day 33 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.18085224002148892 Cmp ID: 837147608 Cmp Bid: 11582
08/11 14:39:30 FINE agents.DemandAgent|Day 33 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.13760031508428044 Cmp ID: 837147608 Cmp Bid: 15407
08/11 14:39:40 INFO sim.Simulation|***** START OF TIME 34 *****
08/11 14:39:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #424697553 at price 0.186
08/11 14:39:40 INFO demand.CampaignImpl|Applied daily limit for campaign #424697553 at price 0.186
08/11 14:39:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1442929847 at price 0.465
08/11 14:39:40 INFO demand.CampaignImpl|Applied daily limit for campaign #1442929847 at price 0.465
08/11 14:39:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #49424234 at price 2.383
08/11 14:39:40 INFO demand.CampaignImpl|Applied daily limit for campaign #49424234 at price 2.383
08/11 14:39:40 INFO agents.DemandAgent|Day 34 : Auction pending campaign: CampaignImpl [id=837147608, reachImps=15840, dayStart=35, dayEnd=44, targetSegment=[FEMALE, YOUNG, LOW_INCOME], videoCoef=2.1167989418630655, mobileCoef=1.796604132154848, budgetMillis=0, advertiser=null]
08/11 14:39:40 INFO demand.CampaignImpl|Campaign 381501642 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=3468.870058469717, otherImps=0.0, cost=0.4454748627029964] Reach 1987 ERR 1.2658397705101156 Budget 0.444 Revenue 0.5620328581064914
08/11 14:39:40 FINE agents.DemandAgent|Day 34 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.1535349814073483DummyAdnetwork-4: 1.0581438329966488DummyAdnetwork-3: 1.0900166319764726adv1: 0.9933122008394183DummyAdnetwork-2: 0.8953999543534422DummyAdnetwork-7: 0.8730446254186436DummyAdnetwork-6: 0.9462556258824356DummyAdnetwork: 0.7662265853998576
08/11 14:39:40 FINE agents.DemandAgent|Day 34 :Reporting campaign auction results... CampaignImpl [id=837147608, reachImps=15840, dayStart=35, dayEnd=44, targetSegment=[FEMALE, YOUNG, LOW_INCOME], videoCoef=2.1167989418630655, mobileCoef=1.796604132154848, budgetMillis=14352, advertiser=DummyAdnetwork-4]
08/11 14:39:40 FINE agents.DemandAgent|Day 34 :Reporting UCS auction results... DummyAdnetwork-5[efday=34, level=0.5904900000000002, price=0.06777469781389722] DummyAdnetwork-4[efday=34, level=0.5314410000000002, price=0.053628598296334824] DummyAdnetwork-3[efday=34, level=1.0, price=0.18289711026580552] adv1[efday=34, level=0.81, price=0.13912640495953676] DummyAdnetwork-2[efday=34, level=0.47829690000000014, price=0.0] DummyAdnetwork-7[efday=34, level=0.9, price=0.1550425589349726] DummyAdnetwork-6[efday=34, level=0.6561000000000001, price=0.09160163161788296] DummyAdnetwork[efday=34, level=0.7290000000000001, price=0.10451384376783014] 
08/11 14:39:40 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5a2f09e3 event: tau.tac.adx.messages.UserClassificationServiceNotification@41aace52
08/11 14:39:40 INFO agents.DemandAgent|Day 34 :Notifying new campaign opportunity: CampaignImpl [id=829577980, reachImps=22464, dayStart=36, dayEnd=45, targetSegment=[FEMALE, OLD], videoCoef=2.8071365265630566, mobileCoef=1.8640217192004034, budgetMillis=0, advertiser=null]
08/11 14:39:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:39:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:39:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:39:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:39:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:39:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:39:40 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:39:40 SEVERE demand.CampaignImpl|Campaign #424697553 impressed while over limit. Current cost: 0.0 Budget limit: 0.186
08/11 14:39:40 SEVERE agents.DemandAgent|Day 34 :Campaign limit expired Impressed while over limit: 424697553, daily limit was: 517, 0.186 values are: 518.1367079678972, 0.0, total limit was: 2147483647, Infinity total values are: 519.1225292599819518.1367079678972, 0.05479411621327450.0
08/11 14:39:40 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=424697553, AdNetwork=DummyAdnetwork-5] due to limit. My name is DummyAdnetwork-5
08/11 14:39:40 SEVERE demand.CampaignImpl|Campaign #49424234 impressed while over limit. Current cost: 0.0016728168726387106 Budget limit: 2.383
08/11 14:39:40 SEVERE agents.DemandAgent|Day 34 :Campaign limit expired Impressed while over limit: 49424234, daily limit was: 10490, 2.383 values are: 10491.055743643312, 0.0016728168726387106, total limit was: 2147483647, Infinity total values are: 0.010491.055743643312, 0.00.0016728168726387106
08/11 14:39:40 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=49424234, AdNetwork=DummyAdnetwork-7] due to limit. My name is DummyAdnetwork-7
08/11 14:39:40 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 419
08/11 14:39:40 INFO sim.Simulation|***** START OF TIME 34 COMPLETE *****
08/11 14:39:40 FINE agents.DemandAgent|Day 34 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1306500298148531 Cmp ID: 829577980 Cmp Bid: 9564
08/11 14:39:40 FINE agents.DemandAgent|Day 34 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.1610908991348684 Cmp ID: 829577980 Cmp Bid: 7642
08/11 14:39:40 FINE agents.DemandAgent|Day 34 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1886569421957296 Cmp ID: 829577980 Cmp Bid: 20109
08/11 14:39:40 FINE agents.DemandAgent|Day 34 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1611995890323879 Cmp ID: 829577980 Cmp Bid: 7104
08/11 14:39:40 FINE agents.DemandAgent|Day 34 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.1803685922730811 Cmp ID: 829577980 Cmp Bid: 21726
08/11 14:39:40 FINE agents.DemandAgent|Day 34 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.19292505067762303 Cmp ID: 829577980 Cmp Bid: 808
08/11 14:39:40 FINE agents.DemandAgent|Day 34 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.19047789198732973 Cmp ID: 829577980 Cmp Bid: 6229
08/11 14:39:40 FINE agents.DemandAgent|Day 34 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.14467813053409645 Cmp ID: 829577980 Cmp Bid: 18464
08/11 14:39:50 INFO sim.Simulation|***** START OF TIME 35 *****
08/11 14:39:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #837147608 at price 14.352
08/11 14:39:50 INFO demand.CampaignImpl|Applied daily limit for campaign #837147608 at price 14.352
08/11 14:39:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #49424234 at price 2.383
08/11 14:39:50 INFO demand.CampaignImpl|Applied daily limit for campaign #49424234 at price 2.383
08/11 14:39:50 INFO agents.DemandAgent|Day 35 : Auction pending campaign: CampaignImpl [id=829577980, reachImps=22464, dayStart=36, dayEnd=45, targetSegment=[FEMALE, OLD], videoCoef=2.8071365265630566, mobileCoef=1.8640217192004034, budgetMillis=0, advertiser=null]
08/11 14:39:50 FINE agents.DemandAgent|Day 35 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.1535349814073483DummyAdnetwork-4: 1.0581438329966488DummyAdnetwork-3: 1.0900166319764726adv1: 0.9933122008394183DummyAdnetwork-2: 0.8953999543534422DummyAdnetwork-7: 0.8730446254186436DummyAdnetwork-6: 0.9462556258824356DummyAdnetwork: 0.7662265853998576
08/11 14:39:50 FINE agents.DemandAgent|Day 35 :Reporting campaign auction results... CampaignImpl [id=829577980, reachImps=22464, dayStart=36, dayEnd=45, targetSegment=[FEMALE, OLD], videoCoef=2.8071365265630566, mobileCoef=1.8640217192004034, budgetMillis=7175, advertiser=DummyAdnetwork-3]
08/11 14:39:50 FINE agents.DemandAgent|Day 35 :Reporting UCS auction results... DummyAdnetwork-5[efday=35, level=0.81, price=0.1275260205850298] DummyAdnetwork-4[efday=35, level=0.7290000000000001, price=0.10031062969644046] DummyAdnetwork-3[efday=35, level=0.5314410000000002, price=0.059919345221700955] adv1[efday=35, level=0.9, price=0.15246705089577609] DummyAdnetwork-2[efday=35, level=0.5904900000000002, price=0.06684267479734513] DummyAdnetwork-7[efday=35, level=0.6561000000000001, price=0.089757738979405] DummyAdnetwork-6[efday=35, level=1.0, price=0.1791650461842328] DummyAdnetwork[efday=35, level=0.47829690000000014, price=0.0] 
08/11 14:39:50 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5a2f09e3 event: tau.tac.adx.messages.UserClassificationServiceNotification@77aff289
08/11 14:39:50 INFO agents.DemandAgent|Day 35 :Notifying new campaign opportunity: CampaignImpl [id=1625324144, reachImps=22464, dayStart=37, dayEnd=46, targetSegment=[FEMALE, OLD], videoCoef=2.2029681005594024, mobileCoef=1.9835520129956645, budgetMillis=0, advertiser=null]
08/11 14:39:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:39:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:39:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:39:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:39:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:39:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:39:50 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:39:50 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 407
08/11 14:39:50 INFO sim.Simulation|***** START OF TIME 35 COMPLETE *****
08/11 14:39:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.11819254463498609 Cmp ID: 1625324144 Cmp Bid: 13670
08/11 14:39:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.10074974315154533 Cmp ID: 1625324144 Cmp Bid: 9409
08/11 14:39:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from adv1 : UCS Bid: 0.18164478719297586 Cmp ID: 1625324144 Cmp Bid: 944
08/11 14:39:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.19850767972652256 Cmp ID: 1625324144 Cmp Bid: 9927
08/11 14:39:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.17216840550186463 Cmp ID: 1625324144 Cmp Bid: 16194
08/11 14:39:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.1390331991956123 Cmp ID: 1625324144 Cmp Bid: 3187
08/11 14:39:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.14695571077674657 Cmp ID: 1625324144 Cmp Bid: 12418
08/11 14:39:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.12040629203658096 Cmp ID: 1625324144 Cmp Bid: 113
08/11 14:40:00 INFO sim.Simulation|***** START OF TIME 36 *****
08/11 14:40:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #829577980 at price 7.175
08/11 14:40:00 INFO demand.CampaignImpl|Applied daily limit for campaign #829577980 at price 7.175
08/11 14:40:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #837147608 at price 14.352
08/11 14:40:00 INFO demand.CampaignImpl|Applied daily limit for campaign #837147608 at price 14.352
08/11 14:40:00 INFO agents.DemandAgent|Day 36 : Auction pending campaign: CampaignImpl [id=1625324144, reachImps=22464, dayStart=37, dayEnd=46, targetSegment=[FEMALE, OLD], videoCoef=2.2029681005594024, mobileCoef=1.9835520129956645, budgetMillis=0, advertiser=null]
