08/11 14:45:00 FINE sim.Admin|Log for simulation 2 started
08/11 14:49:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:49:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:49:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:49:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for ehow
08/11 14:49:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
08/11 14:49:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:49:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:49:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
08/11 14:49:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
08/11 14:49:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:49:00 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:49:00 SEVERE demand.CampaignImpl|Campaign #2119028357 impressed while over limit. Current cost: 0.0 Budget limit: 1.009
08/11 14:49:00 SEVERE agents.DemandAgent|Day 24 :Campaign limit expired Impressed while over limit: 2119028357, daily limit was: 510, 1.009 values are: 510.2698086724089, 0.0, total limit was: 2147483647, Infinity total values are: 3560.7747455669305510.2698086724089, 0.00.0
08/11 14:49:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=2119028357, AdNetwork=DummyAdnetwork-5] due to limit. My name is DummyAdnetwork-5
08/11 14:49:00 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 421
08/11 14:49:00 INFO sim.Simulation|***** START OF TIME 24 COMPLETE *****
08/11 14:49:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.10462113938055756 Cmp ID: 640869631 Cmp Bid: 516
08/11 14:49:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.1950442675231719 Cmp ID: 640869631 Cmp Bid: 796
08/11 14:49:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from adv1 : UCS Bid: 0.14701346277196958 Cmp ID: 640869631 Cmp Bid: 578
08/11 14:49:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.12875712058605351 Cmp ID: 640869631 Cmp Bid: 635
08/11 14:49:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.199110735328193 Cmp ID: 640869631 Cmp Bid: 391
08/11 14:49:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.12090483037700922 Cmp ID: 640869631 Cmp Bid: 746
08/11 14:49:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.179370725692903 Cmp ID: 640869631 Cmp Bid: 656
08/11 14:49:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.1600053330428562 Cmp ID: 640869631 Cmp Bid: 207
08/11 14:49:10 INFO sim.Simulation|***** START OF TIME 25 *****
08/11 14:49:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #590884326 at price 3.79
08/11 14:49:10 INFO demand.CampaignImpl|Applied daily limit for campaign #590884326 at price 3.79
08/11 14:49:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1833445502 at price 10.579
08/11 14:49:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1833445502 at price 10.579
08/11 14:49:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #298054316 at price 0.574
08/11 14:49:10 INFO demand.CampaignImpl|Applied daily limit for campaign #298054316 at price 0.574
08/11 14:49:10 INFO agents.DemandAgent|Day 25 : Auction pending campaign: CampaignImpl [id=640869631, reachImps=808, dayStart=26, dayEnd=30, targetSegment=[OLD, HIGH_INCOME, MALE], videoCoef=2.384459423428009, mobileCoef=2.221306689607715, budgetMillis=0, advertiser=null]
08/11 14:49:10 INFO demand.CampaignImpl|Campaign 2119028357 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=4071.0445542393395, otherImps=0.0, cost=0.0] Reach 3232 ERR 1.1632595521476001 Budget 1.009 Revenue 1.1737288881169283
08/11 14:49:10 FINE agents.DemandAgent|Day 25 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.014698768844824DummyAdnetwork-4: 0.5169976645225827DummyAdnetwork-3: 1.1679483980874388adv1: 0.8384729416461465DummyAdnetwork-2: 1.0610858094454194DummyAdnetwork-7: 0.9237888079169797DummyAdnetwork-6: 1.1420198747584838DummyAdnetwork: 1.2290518246542486
08/11 14:49:10 FINE agents.DemandAgent|Day 25 :Reporting campaign auction results... CampaignImpl [id=640869631, reachImps=808, dayStart=26, dayEnd=30, targetSegment=[OLD, HIGH_INCOME, MALE], videoCoef=2.384459423428009, mobileCoef=2.221306689607715, budgetMillis=387, advertiser=DummyAdnetwork-7]
08/11 14:49:10 FINE agents.DemandAgent|Day 25 :Reporting UCS auction results... DummyAdnetwork-5[efday=25, level=0.81, price=0.1274841675687342] DummyAdnetwork-4[efday=25, level=0.9, price=0.1541812995725921] DummyAdnetwork-3[efday=25, level=0.6561000000000001, price=0.09862541114970577] adv1[efday=25, level=0.47829690000000014, price=0.0] DummyAdnetwork-2[efday=25, level=1.0, price=0.17368350055413379] DummyAdnetwork-7[efday=25, level=0.7290000000000001, price=0.11310640918919873] DummyAdnetwork-6[efday=25, level=0.5314410000000002, price=0.0647391354344426] DummyAdnetwork[efday=25, level=0.5904900000000002, price=0.08530951066232215] 
08/11 14:49:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@22af2523 event: tau.tac.adx.messages.UserClassificationServiceNotification@6e09c6a7
08/11 14:49:10 INFO agents.DemandAgent|Day 25 :Notifying new campaign opportunity: CampaignImpl [id=458366789, reachImps=4860, dayStart=27, dayEnd=31, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.9762055255244713, mobileCoef=2.211582955323916, budgetMillis=0, advertiser=null]
08/11 14:49:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:49:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:49:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:49:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ehow
08/11 14:49:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
08/11 14:49:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:49:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:49:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
08/11 14:49:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
08/11 14:49:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:49:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:49:10 SEVERE demand.CampaignImpl|Campaign #298054316 impressed while over limit. Current cost: 0.0 Budget limit: 0.574
08/11 14:49:10 SEVERE agents.DemandAgent|Day 25 :Campaign limit expired Impressed while over limit: 298054316, daily limit was: 1325, 0.574 values are: 1327.016064095117, 0.0, total limit was: 2147483647, Infinity total values are: 0.01327.016064095117, 0.00.0
08/11 14:49:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=298054316, AdNetwork=DummyAdnetwork-6] due to limit. My name is DummyAdnetwork-6
08/11 14:49:10 SEVERE demand.CampaignImpl|Campaign #1833445502 impressed while over limit. Current cost: 0.0 Budget limit: 10.579
08/11 14:49:10 SEVERE agents.DemandAgent|Day 25 :Campaign limit expired Impressed while over limit: 1833445502, daily limit was: 2743, 10.579 values are: 2745.803657183473, 0.0, total limit was: 2147483647, Infinity total values are: 15220.0659865926122745.803657183473, 2.8410947777818950.0
08/11 14:49:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1833445502, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
08/11 14:49:10 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 450
08/11 14:49:10 INFO sim.Simulation|***** START OF TIME 25 COMPLETE *****
08/11 14:49:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.17066406893836816 Cmp ID: 458366789 Cmp Bid: 4801
08/11 14:49:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.1290189779347758 Cmp ID: 458366789 Cmp Bid: 1250
08/11 14:49:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from adv1 : UCS Bid: 0.16408022933934652 Cmp ID: 458366789 Cmp Bid: 2458
08/11 14:49:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.18999282045761315 Cmp ID: 458366789 Cmp Bid: 1333
08/11 14:49:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.14820588260873668 Cmp ID: 458366789 Cmp Bid: 203
08/11 14:49:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.10724481448921355 Cmp ID: 458366789 Cmp Bid: 2092
08/11 14:49:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.1523687281132532 Cmp ID: 458366789 Cmp Bid: 1016
08/11 14:49:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.19612892606295845 Cmp ID: 458366789 Cmp Bid: 2092
08/11 14:49:20 INFO sim.Simulation|***** START OF TIME 26 *****
08/11 14:49:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #590884326 at price 3.79
08/11 14:49:20 INFO demand.CampaignImpl|Applied daily limit for campaign #590884326 at price 3.79
08/11 14:49:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #298054316 at price 0.574
08/11 14:49:20 INFO demand.CampaignImpl|Applied daily limit for campaign #298054316 at price 0.574
08/11 14:49:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #640869631 at price 0.387
08/11 14:49:20 INFO demand.CampaignImpl|Applied daily limit for campaign #640869631 at price 0.387
08/11 14:49:20 INFO agents.DemandAgent|Day 26 : Auction pending campaign: CampaignImpl [id=458366789, reachImps=4860, dayStart=27, dayEnd=31, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.9762055255244713, mobileCoef=2.211582955323916, budgetMillis=0, advertiser=null]
08/11 14:49:20 FINE agents.DemandAgent|Day 26 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.014698768844824DummyAdnetwork-4: 0.5169976645225827DummyAdnetwork-3: 1.1679483980874388adv1: 0.8384729416461465DummyAdnetwork-2: 1.0610858094454194DummyAdnetwork-7: 0.9237888079169797DummyAdnetwork-6: 1.1420198747584838DummyAdnetwork: 1.2290518246542486
08/11 14:49:20 FINE agents.DemandAgent|Day 26 :Reporting campaign auction results... CampaignImpl [id=458366789, reachImps=4860, dayStart=27, dayEnd=31, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.9762055255244713, mobileCoef=2.211582955323916, budgetMillis=1303, advertiser=DummyAdnetwork-6]
08/11 14:49:20 FINE agents.DemandAgent|Day 26 :Reporting UCS auction results... DummyAdnetwork-5[efday=26, level=0.5314410000000002, price=0.055599962933542905] DummyAdnetwork-4[efday=26, level=1.0, price=0.1950442675231719] DummyAdnetwork-3[efday=26, level=0.5904900000000002, price=0.0713930932893202] adv1[efday=26, level=0.6561000000000001, price=0.08447754681650972] DummyAdnetwork-2[efday=26, level=0.9, price=0.16143365312361269] DummyAdnetwork-7[efday=26, level=0.7290000000000001, price=0.10717281436076584] DummyAdnetwork-6[efday=26, level=0.81, price=0.1296043197647135] DummyAdnetwork[efday=26, level=0.47829690000000014, price=0.0] 
08/11 14:49:20 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@22af2523 event: tau.tac.adx.messages.UserClassificationServiceNotification@53455689
08/11 14:49:20 INFO agents.DemandAgent|Day 26 :Notifying new campaign opportunity: CampaignImpl [id=1943637688, reachImps=9720, dayStart=28, dayEnd=37, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.8513241025469647, mobileCoef=1.990518295922372, budgetMillis=0, advertiser=null]
08/11 14:49:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:49:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:49:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:49:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for ehow
08/11 14:49:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
08/11 14:49:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:49:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:49:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
08/11 14:49:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
08/11 14:49:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:49:20 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:49:20 SEVERE demand.CampaignImpl|Campaign #590884326 impressed while over limit. Current cost: 0.0 Budget limit: 3.79
08/11 14:49:20 SEVERE agents.DemandAgent|Day 26 :Campaign limit expired Impressed while over limit: 590884326, daily limit was: 1761, 3.79 values are: 1762.64301007923, 0.0, total limit was: 2147483647, Infinity total values are: 10336.6458765411041762.64301007923, 0.00.0
08/11 14:49:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=590884326, AdNetwork=DummyAdnetwork-2] due to limit. My name is DummyAdnetwork-2
08/11 14:49:20 SEVERE demand.CampaignImpl|Campaign #298054316 impressed while over limit. Current cost: 0.5760778518935109 Budget limit: 0.574
08/11 14:49:20 SEVERE agents.DemandAgent|Day 26 :Campaign limit expired Impressed while over limit: 298054316, daily limit was: 1325, 0.574 values are: 931.7788465806619, 0.5760778518935109, total limit was: 2147483647, Infinity total values are: 1327.016064095117931.7788465806619, 0.00.5760778518935109
08/11 14:49:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=298054316, AdNetwork=DummyAdnetwork-6] due to limit. My name is DummyAdnetwork-6
08/11 14:49:20 SEVERE demand.CampaignImpl|Campaign #640869631 impressed while over limit. Current cost: 0.0 Budget limit: 0.387
08/11 14:49:20 SEVERE agents.DemandAgent|Day 26 :Campaign limit expired Impressed while over limit: 640869631, daily limit was: 808, 0.387 values are: 810.0801413527937, 0.0, total limit was: 2147483647, Infinity total values are: 0.0810.0801413527937, 0.00.0
08/11 14:49:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=640869631, AdNetwork=DummyAdnetwork-7] due to limit. My name is DummyAdnetwork-7
08/11 14:49:20 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 420
08/11 14:49:20 INFO sim.Simulation|***** START OF TIME 26 COMPLETE *****
08/11 14:49:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.13788158564026487 Cmp ID: 1943637688 Cmp Bid: 1516
08/11 14:49:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.18720603763488605 Cmp ID: 1943637688 Cmp Bid: 9075
08/11 14:49:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.10810511597920862 Cmp ID: 1943637688 Cmp Bid: 8129
08/11 14:49:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1826968120721321 Cmp ID: 1943637688 Cmp Bid: 499
08/11 14:49:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.14223469537814604 Cmp ID: 1943637688 Cmp Bid: 9193
08/11 14:49:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.17127909956739804 Cmp ID: 1943637688 Cmp Bid: 4035
08/11 14:49:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.12365141328637014 Cmp ID: 1943637688 Cmp Bid: 612
08/11 14:49:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.13024114271785467 Cmp ID: 1943637688 Cmp Bid: 9216
08/11 14:49:30 INFO sim.Simulation|***** START OF TIME 27 *****
08/11 14:49:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #458366789 at price 1.303
08/11 14:49:30 INFO demand.CampaignImpl|Applied daily limit for campaign #458366789 at price 1.303
08/11 14:49:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #640869631 at price 0.387
08/11 14:49:30 INFO demand.CampaignImpl|Applied daily limit for campaign #640869631 at price 0.387
08/11 14:49:30 INFO agents.DemandAgent|Day 27 : Auction pending campaign: CampaignImpl [id=1943637688, reachImps=9720, dayStart=28, dayEnd=37, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.8513241025469647, mobileCoef=1.990518295922372, budgetMillis=0, advertiser=null]
08/11 14:49:30 INFO demand.CampaignImpl|Campaign 1767945467 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=985.2840062553915, otherImps=0.0, cost=0.11341731851391038] Reach 512 ERR 1.2834004180223537 Budget 0.177 Revenue 0.2271618739899566
08/11 14:49:30 INFO demand.CampaignImpl|Campaign 590884326 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=12099.288886620334, otherImps=0.0, cost=0.0] Reach 6739 ERR 1.2712935482081986 Budget 3.79 Revenue 4.818202547709073
08/11 14:49:30 INFO demand.CampaignImpl|Campaign 2117277194 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=9235.378320244821, otherImps=0.0, cost=1.3181262820313593] Reach 8012 ERR 1.1142272242768105 Budget 1.306 Revenue 1.4551807549055147
08/11 14:49:30 FINE agents.DemandAgent|Day 27 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.014698768844824DummyAdnetwork-4: 0.5169976645225827DummyAdnetwork-3: 1.1679483980874388adv1: 1.1054294274718708DummyAdnetwork-2: 1.187210452703087DummyAdnetwork-7: 1.0380518577328783DummyAdnetwork-6: 1.1420198747584838DummyAdnetwork: 1.2290518246542486
08/11 14:49:30 FINE agents.DemandAgent|Day 27 :Reporting campaign auction results... CampaignImpl [id=1943637688, reachImps=9720, dayStart=28, dayEnd=37, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.8513241025469647, mobileCoef=1.990518295922372, budgetMillis=4887, advertiser=DummyAdnetwork]
08/11 14:49:30 FINE agents.DemandAgent|Day 27 :Reporting UCS auction results... DummyAdnetwork-5[efday=27, level=0.47829690000000014, price=0.0] DummyAdnetwork-4[efday=27, level=0.5904900000000002, price=0.07618441628070578] DummyAdnetwork-3[efday=27, level=0.9, price=0.15359766204453135] adv1[efday=27, level=0.7290000000000001, price=0.11107680279456159] DummyAdnetwork-2[efday=27, level=0.5314410000000002, price=0.05699429145696216] DummyAdnetwork-7[efday=27, level=1.0, price=0.18999282045761315] DummyAdnetwork-6[efday=27, level=0.6561000000000001, price=0.09723787957959215] DummyAdnetwork[efday=27, level=0.81, price=0.1329049857648707] 
08/11 14:49:30 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@22af2523 event: tau.tac.adx.messages.UserClassificationServiceNotification@62382d17
08/11 14:49:30 INFO agents.DemandAgent|Day 27 :Notifying new campaign opportunity: CampaignImpl [id=456183495, reachImps=2753, dayStart=29, dayEnd=31, targetSegment=[YOUNG], videoCoef=2.7825043760259507, mobileCoef=2.0575536917823536, budgetMillis=0, advertiser=null]
08/11 14:49:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:49:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:49:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:49:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for ehow
08/11 14:49:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
08/11 14:49:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:49:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:49:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
08/11 14:49:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
08/11 14:49:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:49:30 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:49:30 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 403
08/11 14:49:30 INFO sim.Simulation|***** START OF TIME 27 COMPLETE *****
08/11 14:49:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1513804966955593 Cmp ID: 456183495 Cmp Bid: 2561
08/11 14:49:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.10665071358257773 Cmp ID: 456183495 Cmp Bid: 750
08/11 14:49:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12070364647322562 Cmp ID: 456183495 Cmp Bid: 1767
08/11 14:49:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.15159761191755233 Cmp ID: 456183495 Cmp Bid: 517
08/11 14:49:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.13870059662267575 Cmp ID: 456183495 Cmp Bid: 1154
08/11 14:49:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.1972923317453638 Cmp ID: 456183495 Cmp Bid: 2391
08/11 14:49:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.16810545930128645 Cmp ID: 456183495 Cmp Bid: 2749
08/11 14:49:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.18377406628705248 Cmp ID: 456183495 Cmp Bid: 964
08/11 14:49:40 INFO sim.Simulation|***** START OF TIME 28 *****
08/11 14:49:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1943637688 at price 4.887
08/11 14:49:40 INFO demand.CampaignImpl|Applied daily limit for campaign #1943637688 at price 4.887
08/11 14:49:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #458366789 at price 1.303
08/11 14:49:40 INFO demand.CampaignImpl|Applied daily limit for campaign #458366789 at price 1.303
08/11 14:49:40 INFO agents.DemandAgent|Day 28 : Auction pending campaign: CampaignImpl [id=456183495, reachImps=2753, dayStart=29, dayEnd=31, targetSegment=[YOUNG], videoCoef=2.7825043760259507, mobileCoef=2.0575536917823536, budgetMillis=0, advertiser=null]
08/11 14:49:40 FINE agents.DemandAgent|Day 28 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.014698768844824DummyAdnetwork-4: 0.5169976645225827DummyAdnetwork-3: 1.1679483980874388adv1: 1.1054294274718708DummyAdnetwork-2: 1.187210452703087DummyAdnetwork-7: 1.0380518577328783DummyAdnetwork-6: 1.1420198747584838DummyAdnetwork: 1.2290518246542486
08/11 14:49:40 FINE agents.DemandAgent|Day 28 :Reporting campaign auction results... CampaignImpl [id=456183495, reachImps=2753, dayStart=29, dayEnd=31, targetSegment=[YOUNG], videoCoef=2.7825043760259507, mobileCoef=2.0575536917823536, budgetMillis=737, advertiser=DummyAdnetwork-3]
08/11 14:49:40 FINE agents.DemandAgent|Day 28 :Reporting UCS auction results... DummyAdnetwork-5[efday=28, level=0.81, price=0.1152101032562983] DummyAdnetwork-4[efday=28, level=0.7290000000000001, price=0.1005156759317531] DummyAdnetwork-3[efday=28, level=0.47829690000000014, price=0.0] adv1[efday=28, level=0.9, price=0.15415118961065824] DummyAdnetwork-2[efday=28, level=1.0, price=0.1826968120721321] DummyAdnetwork-7[efday=28, level=0.5904900000000002, price=0.07301492303146873] DummyAdnetwork-6[efday=28, level=0.5314410000000002, price=0.057451490941106624] DummyAdnetwork[efday=28, level=0.6561000000000001, price=0.08545121373718446] 
08/11 14:49:40 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@22af2523 event: tau.tac.adx.messages.UserClassificationServiceNotification@c0c2bf5
08/11 14:49:40 INFO agents.DemandAgent|Day 28 :Notifying new campaign opportunity: CampaignImpl [id=805306358, reachImps=9180, dayStart=30, dayEnd=39, targetSegment=[YOUNG, LOW_INCOME, MALE], videoCoef=2.04746895590401, mobileCoef=2.339894235017033, budgetMillis=0, advertiser=null]
08/11 14:49:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:49:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:49:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:49:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for ehow
08/11 14:49:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
08/11 14:49:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:49:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:49:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
08/11 14:49:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
08/11 14:49:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:49:40 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:49:40 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 468
08/11 14:49:40 INFO sim.Simulation|***** START OF TIME 28 COMPLETE *****
08/11 14:49:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.19453005656216804 Cmp ID: 805306358 Cmp Bid: 2543
08/11 14:49:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.11806469223233709 Cmp ID: 805306358 Cmp Bid: 7618
08/11 14:49:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1868081994250991 Cmp ID: 805306358 Cmp Bid: 594
08/11 14:49:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.12052328171053063 Cmp ID: 805306358 Cmp Bid: 6082
08/11 14:49:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.18612322688798333 Cmp ID: 805306358 Cmp Bid: 258
08/11 14:49:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.1702888561026329 Cmp ID: 805306358 Cmp Bid: 8245
