15/11 11:30:00 FINE sim.Admin|Log for simulation 3 started
15/11 11:33:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #745956719 at price 4.83
15/11 11:33:30 INFO demand.CampaignImpl|Applied daily limit for campaign #745956719 at price 4.83
15/11 11:33:30 INFO agents.DemandAgent|Day 21 : Auction pending campaign: CampaignImpl [id=949565321, reachImps=244, dayStart=22, dayEnd=24, targetSegment=[OLD, HIGH_INCOME, FEMALE], videoCoef=2.9825019637198196, mobileCoef=2.320144526790095, budgetMillis=0, advertiser=null]
15/11 11:33:30 INFO demand.CampaignImpl|Campaign 2078048792 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=2155.287351733564, otherImps=0.0, cost=8.036997264890581E-4] Reach 1077 ERR 1.2894681358891622 Budget 0.533 Revenue 0.6872865164289235
15/11 11:33:30 FINE agents.DemandAgent|Day 21 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.2563077917056924DummyAdnetwork-4: 1.242127583828177DummyAdnetwork-3: 1.2336970044719262adv1: 1.111779456964188DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 0.6874364997218512DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.14294125631899
15/11 11:33:30 FINE agents.DemandAgent|Day 21 :Reporting campaign auction results... CampaignImpl [id=949565321, reachImps=244, dayStart=22, dayEnd=24, targetSegment=[OLD, HIGH_INCOME, FEMALE], videoCoef=2.9825019637198196, mobileCoef=2.320144526790095, budgetMillis=129, advertiser=DummyAdnetwork-7]
15/11 11:33:30 FINE agents.DemandAgent|Day 21 :Reporting UCS auction results... DummyAdnetwork-5[efday=21, level=0.6561000000000001, price=0.0747774298228553] DummyAdnetwork-4[efday=21, level=0.81, price=0.1374131203692262] DummyAdnetwork-3[efday=21, level=0.5904900000000002, price=0.06546270055067849] adv1[efday=21, level=0.7290000000000001, price=0.11995682589881591] DummyAdnetwork-2[efday=21, level=0.9, price=0.15783442053171703] DummyAdnetwork-7[efday=21, level=1.0, price=0.17744762645660847] DummyAdnetwork-6[efday=21, level=0.5314410000000002, price=0.05424702924868178] DummyAdnetwork[efday=21, level=0.47829690000000014, price=0.0] 
15/11 11:33:30 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@724f1dd8
15/11 11:33:30 INFO agents.DemandAgent|Day 21 :Notifying new campaign opportunity: CampaignImpl [id=741220791, reachImps=8392, dayStart=23, dayEnd=32, targetSegment=[OLD, LOW_INCOME], videoCoef=2.6854839314630743, mobileCoef=2.391519365502697, budgetMillis=0, advertiser=null]
15/11 11:33:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:33:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:33:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:33:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:33:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:33:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:33:30 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:33:30 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 410
15/11 11:33:30 INFO sim.Simulation|***** START OF TIME 21 COMPLETE *****
15/11 11:33:30 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.16946092989908507 Cmp ID: 741220791 Cmp Bid: 7644
15/11 11:33:30 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15215650036622008 Cmp ID: 741220791 Cmp Bid: 2740
15/11 11:33:30 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.17151565557007564 Cmp ID: 741220791 Cmp Bid: 2879
15/11 11:33:30 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.16118931327172917 Cmp ID: 741220791 Cmp Bid: 6779
15/11 11:33:30 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.1404133181616264 Cmp ID: 741220791 Cmp Bid: 1707
15/11 11:33:30 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.11835017611131979 Cmp ID: 741220791 Cmp Bid: 6688
15/11 11:33:30 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.1766424784213268 Cmp ID: 741220791 Cmp Bid: 3679
15/11 11:33:30 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.1912305806682027 Cmp ID: 741220791 Cmp Bid: 2015
15/11 11:33:40 INFO sim.Simulation|***** START OF TIME 22 *****
15/11 11:33:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #949565321 at price 0.129
15/11 11:33:40 INFO demand.CampaignImpl|Applied daily limit for campaign #949565321 at price 0.129
15/11 11:33:40 INFO agents.DemandAgent|Day 22 : Auction pending campaign: CampaignImpl [id=741220791, reachImps=8392, dayStart=23, dayEnd=32, targetSegment=[OLD, LOW_INCOME], videoCoef=2.6854839314630743, mobileCoef=2.391519365502697, budgetMillis=0, advertiser=null]
15/11 11:33:40 INFO demand.CampaignImpl|Campaign 708083046 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=4012.4517259071445, otherImps=0.0, cost=0.0] Reach 2020 ERR 1.288353130769792 Budget 1.697 Revenue 2.186335262916337
15/11 11:33:40 FINE agents.DemandAgent|Day 22 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.2563077917056924DummyAdnetwork-4: 1.242127583828177DummyAdnetwork-3: 1.2664906802506457adv1: 1.111779456964188DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 0.6874364997218512DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.14294125631899
15/11 11:33:40 FINE agents.DemandAgent|Day 22 :Reporting campaign auction results... CampaignImpl [id=741220791, reachImps=8392, dayStart=23, dayEnd=32, targetSegment=[OLD, LOW_INCOME], videoCoef=2.6854839314630743, mobileCoef=2.391519365502697, budgetMillis=3061, advertiser=DummyAdnetwork-4]
15/11 11:33:40 FINE agents.DemandAgent|Day 22 :Reporting UCS auction results... DummyAdnetwork-5[efday=22, level=0.5904900000000002, price=0.08104085457960836] DummyAdnetwork-4[efday=22, level=0.47829690000000014, price=0.0] DummyAdnetwork-3[efday=22, level=0.6561000000000001, price=0.10332320650888259] adv1[efday=22, level=0.81, price=0.139643401298186] DummyAdnetwork-2[efday=22, level=0.9, price=0.17116214445623754] DummyAdnetwork-7[efday=22, level=0.7290000000000001, price=0.11731421621886459] DummyAdnetwork-6[efday=22, level=0.5314410000000002, price=0.0560226065790177] DummyAdnetwork[efday=22, level=1.0, price=0.19676248817046466] 
15/11 11:33:40 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@21da89a3
15/11 11:33:40 INFO agents.DemandAgent|Day 22 :Notifying new campaign opportunity: CampaignImpl [id=737272221, reachImps=20980, dayStart=24, dayEnd=33, targetSegment=[OLD, LOW_INCOME], videoCoef=2.263406582605305, mobileCoef=2.233771528128212, budgetMillis=0, advertiser=null]
15/11 11:33:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:33:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:33:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:33:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:33:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:33:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:33:40 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:33:40 SEVERE demand.CampaignImpl|Campaign #949565321 impressed while over limit. Current cost: 0.0 Budget limit: 0.129
15/11 11:33:40 SEVERE agents.DemandAgent|Day 22 :Campaign limit expired Impressed while over limit: 949565321, daily limit was: 244, 0.129 values are: 244.74563288562305, 0.0, total limit was: 2147483647, Infinity total values are: 0.0244.74563288562305, 0.00.0
15/11 11:33:40 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=949565321, AdNetwork=DummyAdnetwork-7] due to limit. My name is DummyAdnetwork-7
15/11 11:33:40 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 414
15/11 11:33:40 INFO sim.Simulation|***** START OF TIME 22 COMPLETE *****
15/11 11:33:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.14412684575950346 Cmp ID: 737272221 Cmp Bid: 17379
15/11 11:33:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11358469456011397 Cmp ID: 737272221 Cmp Bid: 219
15/11 11:33:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.18813925420714706 Cmp ID: 737272221 Cmp Bid: 13053
15/11 11:33:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1662314769628687 Cmp ID: 737272221 Cmp Bid: 13414
15/11 11:33:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.11601060720660138 Cmp ID: 737272221 Cmp Bid: 3979
15/11 11:33:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.1382044169121237 Cmp ID: 737272221 Cmp Bid: 12300
15/11 11:33:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.1425910847345408 Cmp ID: 737272221 Cmp Bid: 3145
15/11 11:33:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.15351916328447873 Cmp ID: 737272221 Cmp Bid: 8835
15/11 11:33:50 INFO sim.Simulation|***** START OF TIME 23 *****
15/11 11:33:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #741220791 at price 3.061
15/11 11:33:50 INFO demand.CampaignImpl|Applied daily limit for campaign #741220791 at price 3.061
15/11 11:33:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #949565321 at price 0.129
15/11 11:33:50 INFO demand.CampaignImpl|Applied daily limit for campaign #949565321 at price 0.129
15/11 11:33:50 INFO agents.DemandAgent|Day 23 : Auction pending campaign: CampaignImpl [id=737272221, reachImps=20980, dayStart=24, dayEnd=33, targetSegment=[OLD, LOW_INCOME], videoCoef=2.263406582605305, mobileCoef=2.233771528128212, budgetMillis=0, advertiser=null]
15/11 11:33:50 INFO demand.CampaignImpl|Campaign 178047130 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=9590.692480204943, otherImps=0.0, cost=4.028506775756545] Reach 5647 ERR 1.2601258792702685 Budget 2.875 Revenue 3.622861902902022
15/11 11:33:50 FINE agents.DemandAgent|Day 23 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.2585986442444381DummyAdnetwork-4: 1.242127583828177DummyAdnetwork-3: 1.2664906802506457adv1: 1.111779456964188DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 0.6874364997218512DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.14294125631899
15/11 11:33:50 FINE agents.DemandAgent|Day 23 :Reporting campaign auction results... CampaignImpl [id=737272221, reachImps=20980, dayStart=24, dayEnd=33, targetSegment=[OLD, LOW_INCOME], videoCoef=2.263406582605305, mobileCoef=2.233771528128212, budgetMillis=4979, advertiser=DummyAdnetwork-4]
15/11 11:33:50 FINE agents.DemandAgent|Day 23 :Reporting UCS auction results... DummyAdnetwork-5[efday=23, level=0.47829690000000014, price=0.0] DummyAdnetwork-4[efday=23, level=0.5314410000000002, price=0.06289613594277592] DummyAdnetwork-3[efday=23, level=0.6561000000000001, price=0.09982987989027702] adv1[efday=23, level=0.5904900000000002, price=0.08291266024125879] DummyAdnetwork-2[efday=23, level=0.81, price=0.13726335321825892] DummyAdnetwork-7[efday=23, level=1.0, price=0.1766424784213268] DummyAdnetwork-6[efday=23, level=0.9, price=0.15436409001306808] DummyAdnetwork[efday=23, level=0.7290000000000001, price=0.11750700937509058] 
15/11 11:33:50 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@780d0286
15/11 11:33:50 INFO agents.DemandAgent|Day 23 :Notifying new campaign opportunity: CampaignImpl [id=233774005, reachImps=8975, dayStart=25, dayEnd=34, targetSegment=[OLD, LOW_INCOME, MALE], videoCoef=2.2849931170803712, mobileCoef=1.9801666645585438, budgetMillis=0, advertiser=null]
15/11 11:33:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:33:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:33:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:33:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:33:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:33:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:33:50 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:33:50 SEVERE demand.CampaignImpl|Campaign #949565321 impressed while over limit. Current cost: 0.0 Budget limit: 0.129
15/11 11:33:50 SEVERE agents.DemandAgent|Day 23 :Campaign limit expired Impressed while over limit: 949565321, daily limit was: 244, 0.129 values are: 244.35910391828722, 0.0, total limit was: 2147483647, Infinity total values are: 244.74563288562305244.35910391828722, 0.00.0
15/11 11:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=949565321, AdNetwork=DummyAdnetwork-7] due to limit. My name is DummyAdnetwork-7
15/11 11:33:50 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 430
15/11 11:33:50 INFO sim.Simulation|***** START OF TIME 23 COMPLETE *****
15/11 11:33:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1346472416842574 Cmp ID: 233774005 Cmp Bid: 2860
15/11 11:33:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11695084781158266 Cmp ID: 233774005 Cmp Bid: 5114
15/11 11:33:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.10068258979134641 Cmp ID: 233774005 Cmp Bid: 6523
15/11 11:33:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.14689839436714314 Cmp ID: 233774005 Cmp Bid: 8657
15/11 11:33:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.15967494560150325 Cmp ID: 233774005 Cmp Bid: 5653
15/11 11:33:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.11290978223447805 Cmp ID: 233774005 Cmp Bid: 5562
15/11 11:33:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.11512649399734233 Cmp ID: 233774005 Cmp Bid: 5985
15/11 11:33:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.1265800324110356 Cmp ID: 233774005 Cmp Bid: 3590
15/11 11:34:00 INFO sim.Simulation|***** START OF TIME 24 *****
15/11 11:34:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #737272221 at price 4.979
15/11 11:34:00 INFO demand.CampaignImpl|Applied daily limit for campaign #737272221 at price 4.979
15/11 11:34:00 INFO agents.DemandAgent|Day 24 : Auction pending campaign: CampaignImpl [id=233774005, reachImps=8975, dayStart=25, dayEnd=34, targetSegment=[OLD, LOW_INCOME, MALE], videoCoef=2.2849931170803712, mobileCoef=1.9801666645585438, budgetMillis=0, advertiser=null]
15/11 11:34:00 FINE agents.DemandAgent|Day 24 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.2585986442444381DummyAdnetwork-4: 1.242127583828177DummyAdnetwork-3: 1.2664906802506457adv1: 1.111779456964188DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 0.6874364997218512DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.14294125631899
15/11 11:34:00 FINE agents.DemandAgent|Day 24 :Reporting campaign auction results... CampaignImpl [id=233774005, reachImps=8975, dayStart=25, dayEnd=34, targetSegment=[OLD, LOW_INCOME, MALE], videoCoef=2.2849931170803712, mobileCoef=1.9801666645585438, budgetMillis=5050, advertiser=DummyAdnetwork]
15/11 11:34:00 FINE agents.DemandAgent|Day 24 :Reporting UCS auction results... DummyAdnetwork-5[efday=24, level=0.5904900000000002, price=0.06850310344942606] DummyAdnetwork-4[efday=24, level=0.5314410000000002, price=0.06036356366172155] DummyAdnetwork-3[efday=24, level=0.9, price=0.13816724695603086] adv1[efday=24, level=0.47829690000000014, price=0.0] DummyAdnetwork-2[efday=24, level=1.0, price=0.1662314769628687] DummyAdnetwork-7[efday=24, level=0.81, price=0.11674274506519781] DummyAdnetwork-6[efday=24, level=0.6561000000000001, price=0.09067591793604438] DummyAdnetwork[efday=24, level=0.7290000000000001, price=0.10394890077148025] 
15/11 11:34:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@25c33451
15/11 11:34:00 INFO agents.DemandAgent|Day 24 :Notifying new campaign opportunity: CampaignImpl [id=894045021, reachImps=7344, dayStart=26, dayEnd=30, targetSegment=[LOW_INCOME, MALE, YOUNG], videoCoef=2.8579293451374745, mobileCoef=2.3703508641558857, budgetMillis=0, advertiser=null]
15/11 11:34:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:34:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:34:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:34:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:34:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:34:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:34:00 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:34:00 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 402
15/11 11:34:00 INFO sim.Simulation|***** START OF TIME 24 COMPLETE *****
15/11 11:34:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.18241842988808318 Cmp ID: 894045021 Cmp Bid: 3312
15/11 11:34:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12851811605426813 Cmp ID: 894045021 Cmp Bid: 701
15/11 11:34:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.13473170556488123 Cmp ID: 894045021 Cmp Bid: 2089
15/11 11:34:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1734466652355668 Cmp ID: 894045021 Cmp Bid: 430
15/11 11:34:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.13283912271406945 Cmp ID: 894045021 Cmp Bid: 1401
15/11 11:34:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.10782703657161954 Cmp ID: 894045021 Cmp Bid: 1737
15/11 11:34:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.12092563443558553 Cmp ID: 894045021 Cmp Bid: 6161
15/11 11:34:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.19460695552000573 Cmp ID: 894045021 Cmp Bid: 5744
15/11 11:34:10 INFO sim.Simulation|***** START OF TIME 25 *****
15/11 11:34:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #233774005 at price 5.05
15/11 11:34:10 INFO demand.CampaignImpl|Applied daily limit for campaign #233774005 at price 5.05
15/11 11:34:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #737272221 at price 4.979
15/11 11:34:10 INFO demand.CampaignImpl|Applied daily limit for campaign #737272221 at price 4.979
15/11 11:34:10 INFO agents.DemandAgent|Day 25 : Auction pending campaign: CampaignImpl [id=894045021, reachImps=7344, dayStart=26, dayEnd=30, targetSegment=[LOW_INCOME, MALE, YOUNG], videoCoef=2.8579293451374745, mobileCoef=2.3703508641558857, budgetMillis=0, advertiser=null]
15/11 11:34:10 INFO demand.CampaignImpl|Campaign 949565321 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=489.10473680391027, otherImps=0.0, cost=0.0] Reach 244 ERR 1.289715118462041 Budget 0.129 Revenue 0.1663732502816033
15/11 11:34:10 FINE agents.DemandAgent|Day 25 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.2585986442444381DummyAdnetwork-4: 1.242127583828177DummyAdnetwork-3: 1.2664906802506457adv1: 1.111779456964188DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 1.048803670965965DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.14294125631899
15/11 11:34:10 FINE agents.DemandAgent|Day 25 :Reporting campaign auction results... CampaignImpl [id=894045021, reachImps=7344, dayStart=26, dayEnd=30, targetSegment=[LOW_INCOME, MALE, YOUNG], videoCoef=2.8579293451374745, mobileCoef=2.3703508641558857, budgetMillis=1253, advertiser=adv1]
15/11 11:34:10 FINE agents.DemandAgent|Day 25 :Reporting UCS auction results... DummyAdnetwork-5[efday=25, level=0.5314410000000002, price=0.053506856201302945] DummyAdnetwork-4[efday=25, level=1.0, price=0.14689839436714314] DummyAdnetwork-3[efday=25, level=0.9, price=0.12118251751583166] adv1[efday=25, level=0.6561000000000001, price=0.07553449271165631] DummyAdnetwork-2[efday=25, level=0.47829690000000014, price=0.0] DummyAdnetwork-7[efday=25, level=0.7290000000000001, price=0.08525716805464377] DummyAdnetwork-6[efday=25, level=0.5904900000000002, price=0.06667209731163697] DummyAdnetwork[efday=25, level=0.81, price=0.10252982625293884] 
15/11 11:34:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@5e51c861
15/11 11:34:10 INFO agents.DemandAgent|Day 25 :Notifying new campaign opportunity: CampaignImpl [id=1653349958, reachImps=9178, dayStart=27, dayEnd=36, targetSegment=[YOUNG], videoCoef=2.5746885430992363, mobileCoef=1.9390900550323882, budgetMillis=0, advertiser=null]
15/11 11:34:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:34:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:34:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:34:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:34:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:34:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:34:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:34:10 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 435
15/11 11:34:10 INFO sim.Simulation|***** START OF TIME 25 COMPLETE *****
15/11 11:34:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from adv1 : UCS Bid: 0.14957015701411147 Cmp ID: 1653349958 Cmp Bid: 4157
15/11 11:34:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.163559069675464 Cmp ID: 1653349958 Cmp Bid: 8262
15/11 11:34:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.17573397464275586 Cmp ID: 1653349958 Cmp Bid: 8133
15/11 11:34:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1424102854183965 Cmp ID: 1653349958 Cmp Bid: 2795
15/11 11:34:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.1977576726297523 Cmp ID: 1653349958 Cmp Bid: 305
15/11 11:34:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.17429284562876463 Cmp ID: 1653349958 Cmp Bid: 1358
15/11 11:34:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.10205412696578979 Cmp ID: 1653349958 Cmp Bid: 6318
15/11 11:34:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.15450369286027826 Cmp ID: 1653349958 Cmp Bid: 3036
15/11 11:34:20 INFO sim.Simulation|***** START OF TIME 26 *****
15/11 11:34:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #233774005 at price 5.05
15/11 11:34:20 INFO demand.CampaignImpl|Applied daily limit for campaign #233774005 at price 5.05
15/11 11:34:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #894045021 at price 1.253
15/11 11:34:20 INFO demand.CampaignImpl|Applied daily limit for campaign #894045021 at price 1.253
15/11 11:34:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #737272221 at price 4.979
15/11 11:34:20 INFO demand.CampaignImpl|Applied daily limit for campaign #737272221 at price 4.979
15/11 11:34:20 INFO agents.DemandAgent|Day 26 : Auction pending campaign: CampaignImpl [id=1653349958, reachImps=9178, dayStart=27, dayEnd=36, targetSegment=[YOUNG], videoCoef=2.5746885430992363, mobileCoef=1.9390900550323882, budgetMillis=0, advertiser=null]
15/11 11:34:20 FINE agents.DemandAgent|Day 26 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.2585986442444381DummyAdnetwork-4: 1.242127583828177DummyAdnetwork-3: 1.2664906802506457adv1: 1.111779456964188DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 1.048803670965965DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.14294125631899
15/11 11:34:20 FINE agents.DemandAgent|Day 26 :Reporting campaign auction results... CampaignImpl [id=1653349958, reachImps=9178, dayStart=27, dayEnd=36, targetSegment=[YOUNG], videoCoef=2.5746885430992363, mobileCoef=1.9390900550323882, budgetMillis=2777, advertiser=DummyAdnetwork-5]
